Time,Right Motor Speed,Left Motor Speed
0,0,0
1,0,0
2,54,54
3,54,54
4,54,54
5,54,54
6,54,54
7,54,54
8,54,54
9,54,54
10,54,54
11,54,54
12,54,54
13,54,54
14,55,53
15,55,53
16,55,53
17,56,52
18,56,52
19,56,52
20,56,52
21,56,52
22,56,52
23,56,52
24,56,52
25,56,52
26,56,52
27,56,52
28,56,52
29,55,53
30,55,53
31,54,54
32,54,54
33,54,54
34,53,55
35,53,55
36,53,55
37,52,56
38,52,56
39,52,56
40,52,56
41,52,56
42,52,56
43,53,55
44,53,55
45,53,55
46,53,55
47,53,55
48,53,55
49,52,56
50,52,56
51,52,56
52,52,56
53,51,57
54,51,57
55,50,58
56,50,58
57,50,58
58,50,58
59,50,58
60,50,58
61,50,58
62,50,58
63,50,58
64,51,57
65,51,57
66,51,57
67,51,57
68,51,57
69,52,56
70,52,56
71,52,56
72,52,56
73,52,56
74,52,56
75,52,56
76,52,56
77,53,55
78,53,55
79,53,55
80,53,55
81,53,55
82,53,55
83,53,55
84,53,55
85,53,55
86,53,55
87,53,55
88,53,55
89,53,55
90,53,55
91,53,55
92,53,55
93,54,54
94,54,54
95,54,54
96,55,53
97,55,53
98,56,52
99,56,52
100,56,52
101,57,51
102,57,51
103,57,51
104,57,51
105,57,51
106,57,51
107,57,51
108,57,51
109,57,51
110,57,51
111,56,52
112,56,52
113,55,53
114,55,53
115,55,53
116,55,53
117,55,53
118,55,53
119,55,53
120,55,53
121,54,54
122,54,54
123,54,54
124,54,54
125,55,53
126,55,53
127,55,53
128,55,53
129,55,53
130,55,53
131,56,52
132,55,53
133,55,53
134,55,53
135,55,53
136,55,53
137,55,53
138,55,53
139,55,53
140,54,54
141,54,54
142,53,55
143,53,55
144,53,55
145,53,55
146,53,55
147,53,55
148,53,55
149,53,55
150,53,55
151,53,55
152,54,54
153,54,54
154,54,54
155,54,54
156,54,54
157,54,54
158,54,54
159,54,54
160,54,54
161,54,54
162,54,54
163,54,54
164,54,54
165,54,54
166,54,54
167,54,54
168,54,54
169,54,54
170,53,55
171,53,55
172,53,55
173,52,56
174,52,56
175,52,56
176,52,56
177,51,57
178,51,57
179,52,56
180,52,56
181,52,56
182,52,56
183,53,55
184,54,54
185,54,54
186,54,54
187,54,54
188,54,54
189,54,54
190,54,54
191,54,54
192,54,54
193,54,54
194,54,54
195,54,54
196,54,54
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,0
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
